DBN,School Name,School Type,Parent Response Rate,Teacher Response Rate,Student Response Rate,Total Safety and Respect Score,Total Communication Score,Total Engagement Score,Total Academic Expectations Score
dbn,locationname,NA,rr_p,rr_t,rr_s,saf_tot_12,com_tot_12,eng_tot_12,aca_tot_12
24Q267,High School Of Applied Communication,High School,16%,100%,91%,7.8,7.2,7.5,7.8
24Q290,P.S. 290,Early Childhood School,77%,100%,NA,8.9,7.3,8.2,8.4
24Q293,Civic Leadership Academy,High School,48%,87%,94%,8.3,7,7.4,7.8
24Q296,Pan American International High School,High School,48%,86%,91%,7.4,6.7,7.2,7.3
24Q299,Bard High School Early College Ii,High School,49%,74%,87%,8.2,6.6,7.6,8.2
24Q305,Learners And Leaders,Early Childhood School,84%,100%,NA,8.5,8.1,8.2,8.2
24Q307,Pioneer Academy,Elementary School,100%,82%,NA,8.7,8,8.2,8.3
24Q330,P.S. 330,Early Childhood School,77%,82%,NA,8.2,7.3,7.5,7.9
24Q455,Newtown High School,High School,19%,65%,70%,7.4,7.1,7.4,7.8
24Q457,Hs Arts & Business Yabc,YABC,27%,61%,54%,8.7,7.7,8.4,8.6
24Q485,Grover Cleveland High School,High School,17%,51%,20%,8.2,7.5,8,8.1
24Q520,Middle College High School At Laguardia Community,High School,26%,97%,78%,7.9,6.8,7.3,7.5
24Q530,International High School At Laguardia Community C,High School,74%,94%,95%,8.7,7.5,8.1,8.3
24Q550,High School For Arts And Business,High School,26%,90%,89%,8.2,7.3,7.8,8.2
24Q560,"Robert F. Wagner, Jr. Secondary School For Arts An",Middle/High School,21%,100%,74%,8.1,7.3,7.7,7.9
24Q585,Maspeth High School,High School,43%,93%,95%,7.7,6.6,6.9,7.6
24Q600,Queens Vocational And Technical High School,High School,17%,78%,89%,7.8,7.2,7.7,8
24Q610,Aviation Career & Technical Education High School,High School,19%,95%,89%,8.2,7.4,7.8,8.2
24Q744,Voyages Preparatory,Transfer High School,86%,100%,95%,9.2,8.5,9,9.2
24Q877,The 51 Avenue Academy (The Path To Academic Excell,Elementary School,77%,91%,NA,8.7,7.2,7.8,8.1
25Q020,P.S. 020 John Bowne,Elementary School,84%,82%,NA,7.9,6.5,7.1,7.3
25Q021,P.S. 021 Edward Hart,Elementary School,100%,100%,NA,8.3,7.5,7.8,8
25Q022,P.S. 022 Thomas Jefferson,Elementary School,93%,91%,NA,8.5,7.3,7.6,7.8
25Q024,P.S. 024 Andrew Jackson,Elementary School,79%,96%,NA,8.5,7.4,7.7,7.9
25Q025,I.S. 025 Adrien Block,Middle School,29%,84%,96%,7.4,6.8,7.2,7.6
25Q029,P.S. 029 Queens,Elementary School,75%,82%,NA,8.1,6.8,7.3,7.5
25Q032,P.S. 032 State Street,Elementary School,75%,100%,NA,9,8.3,8.6,8.5
25Q079,P.S. 079 Francis Lewis,Elementary School,54%,85%,NA,8.1,6.6,7,7.4
25Q107,P.S. 107 Thomas A Dooley,Elementary School,75%,84%,NA,8.8,8,8.4,8.5
25Q120,P.S. 120 Queens,Elementary School,74%,82%,NA,7.9,6.1,6.4,6.2
25Q129,P.S. 129 Patricia Larkin,Elementary School,42%,67%,NA,8.9,7.5,7.6,7.8
25Q130,P.S. 130,Early Childhood School,72%,88%,NA,8.9,7.7,8.4,8.5
25Q163,P.S. 163 Flushing Heights,Elementary School,73%,83%,NA,8.5,8,7.9,8.1
25Q164,P.S. 164 Queens Valley,Elementary/Middle School,74%,83%,96%,7.2,6.7,7,7.6
25Q165,P.S. 165 Edith K. Bergtraum,Elementary School,86%,92%,NA,7.8,5.9,6.6,6.7
25Q169,P.S. 169 Bay Terrace,Elementary School,76%,100%,NA,9.2,8.8,9.1,9.1
25Q184,P.S. 184 Flushing Manor,Elementary School,85%,97%,NA,9.3,8.7,9,9
25Q185,J.H.S. 185 Edward Bleeker,Middle School,65%,83%,95%,7.7,6.8,7.3,7.7
25Q189,J.H.S. 189 Daniel Carter Beard,Middle School,91%,96%,99%,8.3,7.3,7.7,8
25Q193,P.S. 193 Alfred J. Kennedy,Elementary School,74%,97%,NA,8.5,7.6,8,8.1
25Q194,J.H.S. 194 William Carr,Middle School,31%,79%,97%,6.5,6,6.2,6.9
25Q200,Ps/Ms 200 - The Pomonok School & Star Academy,Elementary/Middle School,47%,63%,98%,7.1,6.8,7,7.5
25Q201,P.S. 201 The Discovery School For Inquiry And Rese,Elementary School,60%,73%,NA,7.8,7.2,7.4,7.5
25Q209,P.S. 209 Clearview Gardens,Elementary School,87%,100%,NA,8.8,8.4,8.6,8.7
25Q214,P.S. 214 Cadwallader Colden,Elementary School,63%,85%,NA,8.5,7.7,8,8.2
25Q219,P.S. 219 Paul Klapper,Elementary/Middle School,40%,65%,99%,7.7,6.5,7.2,7.7
25Q237,I.S. 237,Middle School,86%,96%,93%,7.6,6.8,7.3,7.7
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Early Childhood School,78%,100%,NA,8.8,6.5,7.7,7.7
25Q244,The Active Learning Elementary School,Early Childhood School,75%,96%,NA,9,7.8,7.9,8.1
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,Middle School,62%,92%,96%,7.5,7.3,7.5,8.1
25Q252,"Queens School Of Inquiry, The",Middle/High School,41%,100%,99%,7.7,7.1,7.4,7.9
25Q263,Flushing International High School,High School,79%,100%,94%,8.3,7.5,7.8,8.1
25Q281,East-West School Of International Studies,Middle/High School,40%,74%,96%,7.7,6.7,7,7.2
25Q285,World Journalism Preparatory: A College Board Scho,Middle/High School,22%,86%,91%,7.8,7.5,7.6,8
25Q294,Bell Academy,Middle School,57%,100%,99%,8.3,7.7,8,8.5
25Q425,John Bowne High School,High School,19%,65%,79%,7.1,6.7,7,7.3
25Q460,Flushing High School,High School,17%,87%,28%,6.9,6.6,7.1,7.3
25Q467,Flushing Yabc,YABC,3%,93%,64%,7.7,7.4,7.9,8.3
25Q499,"The Queens College School For Math, Science And Te",Elementary/Middle School,54%,93%,100%,7.8,7.1,7.2,7.8
25Q525,Townsend Harris High School,High School,30%,96%,97%,8.3,6.8,7.1,7.8
25Q540,Queens Academy High School,Transfer High School,26%,78%,62%,7.5,6.6,7.1,7.4
25Q670,Robert F. Kennedy Community High School,High School,23%,100%,84%,8.1,7.7,8,8.2
25Q792,North Queens Community High School,Transfer High School,49%,100%,73%,7.6,7.4,7.6,8
26Q018,P.S. 018 Winchester,Elementary School,48%,86%,NA,8.8,7.7,8.1,8.5
26Q026,P.S. 026 Rufus King,Elementary School,82%,93%,NA,8.5,7.9,7.9,8.2
26Q031,P.S. 031 Bayside,Elementary School,54%,70%,NA,8.7,7.8,8.2,8.3
26Q041,P.S. 041 Crocheron,Elementary School,67%,92%,NA,9.3,8.7,8.9,9
26Q046,P.S. 046 Alley Pond,Elementary School,63%,91%,NA,9.1,8.4,8.7,8.8
26Q067,J.H.S. 067 Louis Pasteur,Middle School,47%,55%,97%,7.4,6.5,7,7.5
26Q074,J.H.S. 074 Nathaniel Hawthorne,Middle School,85%,88%,96%,7.8,7.2,7.6,7.9
26Q094,P.S. 094 David D. Porter,Elementary School,78%,58%,NA,8.8,8.1,8.3,8.6
26Q098,P.S. 098 The Douglaston School,Elementary School,60%,82%,NA,8.4,7.5,7.8,8
26Q115,P.S. 115 Glen Oaks,Elementary School,46%,76%,NA,8.6,7.7,8,8.1
26Q133,P.S. 133 Queens,Elementary School,77%,70%,NA,9,8.3,8.5,8.7
26Q158,M.S. 158 Marie Curie,Middle School,34%,47%,98%,7.9,6.7,7.2,7.6
26Q159,P.S. 159,Elementary School,76%,83%,NA,9.2,8.4,8.5,8.7
26Q162,P.S. 162 John Golden,Elementary School,97%,92%,NA,8.9,7.9,8.2,8.2
26Q172,Irwin Altman Middle School 172,Middle School,38%,53%,95%,7,6,6.5,6.9
26Q173,P.S. 173 Fresh Meadows,Elementary School,100%,100%,NA,8.5,7.3,7.8,8.2
26Q178,P.S./ Is 178 Holliswood,Elementary/Middle School,51%,74%,99%,7.3,6.7,7.1,7.6
26Q186,P.S. 186 Castlewood,Elementary School,99%,83%,NA,9.1,8.6,8.7,8.8
26Q188,P.S. 188 Kingsbury,Elementary School,58%,79%,NA,8.6,7.8,7.9,8.2
26Q191,P.S. 191 Mayflower,Elementary School,75%,96%,NA,9.2,8.7,9,9
26Q203,P.S. 203 Oakland Gardens,Elementary School,68%,96%,NA,9,8.2,8.5,8.7
26Q205,P.S. 205 Alexander Graham Bell,Elementary School,55%,76%,NA,7.8,6.9,6.9,7.5
26Q213,P.S. 213 The Carl Ullman School,Elementary School,51%,73%,NA,8.7,7.9,8.3,8.5
26Q216,J.H.S. 216 George J. Ryan,Middle School,34%,50%,94%,6.3,5.9,5.8,6.3
26Q221,P.S. 221 The North Hills School,Elementary School,87%,97%,NA,9.4,8.8,8.8,8.9
26Q266,P.S. / I.S. 266,Elementary/Middle School,66%,71%,98%,8,7.3,7.6,8.1
26Q415,Benjamin N. Cardozo High School,High School,16%,73%,81%,7.1,6.5,7,7.4
26Q430,Francis Lewis High School,High School,24%,58%,42%,8,7.5,8,8.3
26Q435,Martin Van Buren High School,High School,5%,86%,59%,6.1,6.1,6.4,6.7
26Q495,Bayside High School,High School,14%,94%,20%,8.1,7.3,7.8,7.9
26Q566,"Queens High School Of Teaching, Liberal Arts And T",High School,25%,97%,85%,7.2,6.8,7,7.1
27Q042,P.S./M.S 042 R. Vernam,Elementary/Middle School,60%,83%,91%,7,7.1,7.2,7.8
27Q043,P.S. 043,Elementary/Middle School,65%,76%,92%,6.9,7.2,7.4,7.9
27Q045,P.S. 045 Clarence Witherspoon,Elementary School,24%,44%,98%,6.8,6.8,7,7.4
27Q047,P.S. 047 Chris Galas,Elementary/Middle School,88%,100%,98%,8.7,8.2,8.5,8.7
27Q051,P.S. 051,Early Childhood School,73%,100%,NA,8.7,8.4,8.2,8.7
27Q053,M.S. 053 Brian Piccolo,Middle School,73%,87%,85%,6.8,6.8,7,7.4
27Q056,P.S. 056 Harry Eichler,Elementary School,69%,93%,NA,8.3,7.6,7.5,7.8
27Q060,P.S. 060 Woodhaven,Elementary School,51%,86%,NA,8.3,7.5,7.7,8.2
27Q062,P.S. 062 Chester Park,Elementary School,87%,88%,NA,8.3,7.6,7.9,8.2
27Q063,P.S. 063 Old South,Elementary School,73%,79%,NA,8.1,7.2,7.5,7.8
27Q064,P.S. 064 Joseph P. Addabbo,Elementary School,84%,100%,NA,9.1,8.5,8.7,9
27Q065,P.S. 65 - The Raymond York Elementary School,Elementary School,79%,82%,NA,8.7,7.8,8,8.4
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Elementary School,87%,93%,NA,8.9,8.4,8.4,8.8
27Q090,P.S. 090 Horace Mann,Elementary School,64%,83%,NA,8,7.5,7.4,7.7
27Q096,P.S. 096,Elementary School,63%,80%,93%,8.8,8.3,8.5,8.6
27Q097,P.S. 097 Forest Park,Elementary School,66%,77%,NA,8.3,7.5,7.8,8
27Q100,P.S. 100 Glen Morris,Elementary School,86%,84%,NA,8.4,7.4,7.8,7.9
27Q104,P.S. 104 The Bays Water,Elementary School,39%,83%,NA,8.7,8.3,8.5,8.6
27Q105,P.S. 105 The Bay School,Elementary/Middle School,38%,95%,98%,7.7,7.9,8.2,8.4
27Q106,P.S. 106,Elementary School,50%,36%,NA,7.6,7.2,7.5,7.7
27Q108,P.S. 108 Captain Vincent G. Fowler,Elementary School,100%,98%,NA,8.6,8,8,8.3
27Q114,P.S. / M.S. 114 Belle Harbor,Elementary/Middle School,74%,88%,96%,8.3,7.5,7.9,8.2
27Q123,P.S. 123,Elementary School,73%,67%,NA,8.2,7.4,7.8,7.8
27Q124,P.S. 124 Osmond A Church,Elementary/Middle School,84%,87%,98%,8.2,8.1,8.3,8.7
27Q137,M.S. 137 America'S School Of Heroes,Middle School,38%,78%,93%,6.9,6.9,7.3,7.6
27Q146,P.S. 146 Howard Beach,Elementary/Middle School,77%,100%,100%,8.2,7.4,7.8,8.2
27Q155,P.S. 155,Elementary School,79%,98%,NA,8.6,7.9,8,8.3
27Q183,P.S. 183 Dr. Richard R. Green,Elementary/Middle School,58%,83%,94%,7.3,7.6,7.6,8.1
27Q197,P.S. 197 The Ocean School,Elementary School,36%,57%,NA,7.4,7.4,7.7,7.9
27Q202,J.H.S. 202 Robert H. Goddard,Middle School,97%,96%,96%,7.7,7.5,7.9,8.3
27Q207,P.S. 207 Rockwood Park,Elementary/Middle School,92%,88%,100%,8,7.2,7.5,8
27Q210,J.H.S. 210 Elizabeth Blackwell,Middle School,35%,64%,95%,7,6.6,7,7.4
27Q215,P.S. 215 Lucretia Mott,Elementary School,73%,45%,NA,7.3,6.5,6.9,7
27Q223,P.S. 223 Lyndon B. Johnson,Elementary School,100%,85%,NA,8.5,8.2,8.6,8.7
27Q226,J.H.S. 226 Virgil I. Grissom,Middle School,53%,90%,90%,6.4,6.6,6.8,7.3
27Q232,P.S. 232 Lindenwood,Elementary/Middle School,67%,96%,100%,8.4,8.3,8.2,8.8
27Q253,P.S. 253,Elementary School,70%,93%,NA,8.7,8.2,8.4,8.5
27Q254,P.S. 254,Elementary School,90%,98%,NA,9.4,8.7,9.1,9.2
27Q260,Frederick Douglass Academy Vi High School,High School,43%,81%,79%,6.4,6.1,6.7,6.9
27Q262,Channel View School For Research,Middle/High School,47%,100%,96%,8.2,7.8,8.1,8.4
27Q273,P.S. 273,Early Childhood School,92%,90%,NA,8.9,8.1,8.2,8.7
27Q282,Knowledge And Power Preparatory Academy Vi,Middle School,69%,100%,100%,8.1,7.7,7.9,8.3
27Q302,"Queens High School For Information, Research, And",High School,48%,85%,69%,6.4,5.7,6,6.6
27Q306,New York City Academy For Discovery,Elementary School,63%,89%,NA,8.8,8.1,8.4,8.6
27Q308,Robert H. Goddard High School Of Communication Art,High School,64%,94%,91%,7.7,7.4,7.5,8.1
27Q309,Academy Of Medical Technology: A College Board Sch,Middle/High School,38%,88%,78%,6.9,6.6,6.9,7.2
27Q317,Waterside Children'S Studio School,Elementary School,63%,97%,NA,8.9,8.6,8.9,9
27Q318,Waterside School For Leadership,Middle School,61%,92%,91%,7.5,7.3,7.1,7.5
27Q319,Village Academy,Middle School,81%,89%,85%,8.3,8.3,8.5,8.7
27Q323,Scholars' Academy,Middle/High School,84%,100%,97%,8.7,8.1,8.3,8.7
27Q324,Rockaway Park High School For Environmental Sustai,High School,44%,100%,88%,7,7.2,7.4,7.7
27Q333,Goldie Maple Academy,Elementary/Middle School,91%,100%,98%,8.4,8.4,8.3,8.6
27Q351,Rockaway Collegiate High School,High School,43%,100%,83%,8,7.7,8,8.2
27Q400,August Martin High School,High School,17%,2%,13%,8.1,7.5,7.8,8
27Q410,Beach Channel High School,High School,6%,8%,47%,5.6,5.4,5.8,6.6
27Q475,Richmond Hill High School,High School,15%,57%,60%,6.4,6.4,6.7,7
27Q480,John Adams High School,High School,14%,91%,72%,7,6.9,7.2,7.5
27Q487,John Adams Yabc,YABC,35%,100%,79%,9,8.5,8.8,9.1
27Q650,"High School For Construction Trades, Engineering A",High School,30%,73%,89%,7.5,6.6,7.1,7.5
28Q008,J.H.S. 008 Richard S. Grossley,Middle School,33%,19%,46%,6.4,6.3,6.8,7.2
28Q030,P.S. 030 Queens,Elementary School,14%,41%,NA,7.7,7.4,7.3,7.5
28Q040,P.S. 040 Samuel Huntington,Elementary School,63%,100%,NA,8.3,8,8.3,8.4
28Q048,P.S. 048 William Wordsworth,Elementary School,75%,100%,NA,8.3,7.7,7.9,7.9
28Q050,P.S. 050 Talfourd Lawn Elementary School,Elementary School,64%,69%,NA,7.4,7.2,7.5,7.7
28Q054,P.S. 054 Hillside,Elementary School,75%,68%,NA,8.1,7.4,7.5,7.7
28Q055,P.S. 055 Maure,Elementary School,56%,74%,NA,8.4,7.6,7.5,8.1
28Q072,Catherine & Count Basie Middle School 72,Middle School,60%,94%,88%,6.4,6.7,6.9,7.4
28Q080,P.S. 080 Thurgood Marshall Magnet,Elementary School,85%,86%,NA,8.4,7.9,8.3,8.1
28Q082,P.S. 082 Hammond,Elementary School,63%,57%,NA,8.5,7.3,7.7,7.7
28Q086,P.S. Q086,Elementary School,55%,97%,NA,7.8,6.9,7.3,7.2
28Q099,P.S. 099 Kew Gardens,Elementary School,27%,66%,99%,8,7.1,7.7,8.1
28Q101,P.S. 101 School In The Gardens,Elementary School,92%,95%,100%,7.7,7.4,7.9,8.1
28Q117,P.S. 117 J. Keld / Briarwood School,Elementary School,72%,77%,99%,7.8,7.1,7.6,7.8
28Q121,P.S. 121 Queens,Elementary School,75%,16%,98%,8.1,7.3,8,8.4
28Q139,P.S. 139 Rego Park,Elementary School,98%,100%,NA,7.8,6.9,7.2,7.6
28Q140,P.S. 140 Edward K Ellington,Elementary School,39%,63%,NA,6.9,6.9,7,7.1
28Q144,P.S. 144 Col Jeromus Remsen,Elementary School,73%,65%,NA,8.8,8.1,8.5,8.6
28Q157,J.H.S. 157 Stephen A. Halsey,Middle/High School,64%,91%,97%,7.7,7.2,7.4,7.7
28Q160,P.S. 160 Walter Francis Bishop,Elementary School,17%,69%,100%,7,6.9,7.3,7.6
28Q161,P.S. 161 Arthur Ashe School,Elementary School,59%,95%,95%,8.4,7.7,8.2,8.4
28Q167,Metropolitan Expeditionary Learning School,Middle School,54%,96%,97%,8.4,7.7,7.9,8.2
28Q174,P.S. 174 William Sidney Mount,Elementary School,55%,57%,100%,7.8,7.1,7.4,7.8
28Q175,P.S. 175 The Lynn Gross Discovery School,Elementary School,59%,95%,NA,8.6,8,8.2,8.3
28Q182,P.S. 182 Samantha Smith,Early Childhood School,55%,66%,NA,7.7,7.5,7.6,7.7
28Q190,J.H.S. 190 Russell Sage,Middle School,58%,79%,98%,7,6.3,6.8,7.2
28Q196,P.S. 196 Grand Central Parkway,Elementary School,78%,100%,NA,8.7,8.4,8.5,8.6
28Q206,P.S. 206 The Horace Harding School,Elementary School,39%,83%,NA,8.1,7.8,8,8
28Q217,J.H.S. 217 Robert A. Van Wyck,Middle School,30%,54%,91%,6.7,6.8,7.3,7.7
28Q220,P.S. 220 Edward Mandel,Elementary School,63%,89%,NA,8.1,7.1,7.5,7.6
28Q284,York Early College Academy,Middle/High School,31%,73%,96%,7.3,7.3,7.3,8
28Q303,The Academy For Excellence Through The Arts,Early Childhood School,91%,100%,NA,9.5,8.7,9.1,9.3
28Q310,Queens Collegiate: A College Board School,Middle/High School,15%,75%,70%,7.5,7.3,7.5,7.9
28Q325,Hillside Arts & Letters Academy,High School,45%,100%,88%,7.6,7.4,7.6,8.2
28Q328,High School For Community Leadership,High School,25%,71%,72%,7.7,7.3,7.7,8.1
28Q338,Queens Satellite High School For Opportunity,Transfer High School,3%,100%,50%,7.1,6.3,6.7,7
28Q350,Jamaica Gateway To The Sciences,High School,21%,80%,93%,7.9,6.9,7,7.6
28Q354,Ps 354,Early Childhood School,44%,84%,NA,9.2,9.2,9.3,9.3
28Q440,Forest Hills High School,High School,11%,81%,23%,7.4,7.1,7.6,7.9
28Q470,Jamaica High School,High School,22%,58%,72%,7.1,6.2,6.3,6.8
28Q505,Hillcrest High School,High School,43%,84%,51%,8,7.9,8.1,8.4
28Q620,Thomas A. Edison Career And Technical Education Hi,High School,55%,98%,92%,7.6,7.1,7.5,7.8
28Q680,Queens Gateway To Health Sciences Secondary School,Middle/High School,32%,39%,93%,7.6,6.4,6.7,7.4
28Q686,Queens Metropolitan High School,High School,19%,67%,85%,6.3,5.5,5.9,6
28Q687,Queens High School For The Sciences At York Colleg,High School,28%,92%,99%,7.7,6.8,7,7.6
28Q690,High School For Law Enforcement And Public Safety,High School,23%,96%,85%,7.2,6.7,7.1,7.4
28Q896,"Young Women'S Leadership School, Queens",Middle/High School,71%,48%,98%,6.9,5.7,5.9,6.4
29Q015,P.S. 015 Jackie Robinson,Elementary School,71%,82%,NA,9.1,8.5,8.6,8.7
29Q033,P.S. 033 Edward M. Funk,Elementary School,67%,84%,NA,8.7,8.1,8.3,8.5
29Q034,P.S. 034 John Harvard,Elementary School,26%,64%,NA,8,8,7.8,8.4
29Q035,P.S. 035 Nathaniel Woodhull,Elementary School,58%,88%,NA,7.7,6.5,7,7.4
29Q036,P.S. 036 Saint Albans School,Elementary School,96%,97%,NA,8.4,8.1,8.2,8.3
29Q037,Cynthia Jenkins School,Elementary School,74%,69%,NA,7.7,7.7,7.9,8
29Q038,P.S. 038 Rosedale,Elementary School,87%,76%,NA,8.4,7.7,8,8
29Q052,P.S. 052 Queens,Elementary School,38%,85%,NA,7.6,7.3,7.6,8
29Q059,I.S. 059 Springfield Gardens,Middle School,51%,88%,86%,6,6.2,6.5,6.9
29Q095,P.S. 095 Eastwood,Elementary School,100%,100%,NA,8.5,8.4,8.3,8.5
29Q109,Jean Nuzzi Intermediate School,Middle School,39%,94%,95%,7.1,6.6,7,7.6
29Q116,Ps/Is 116 William C. Hughley,Elementary/Middle School,64%,100%,89%,8,8.1,8.2,8.4
29Q118,P.S. 118 Lorraine Hansberry,Elementary School,40%,70%,NA,6.5,5.8,5.7,6.3
29Q131,P.S. 131 Abigail Adams,Elementary School,57%,98%,NA,8.6,8.3,8.3,8.5
29Q132,P.S. 132 Ralph Bunche,Elementary School,57%,96%,NA,8.5,8.1,8.1,8.3
29Q134,P.S. 134 Hollis,Elementary School,33%,81%,NA,7.6,8,7.8,8
29Q135,The Bellaire School,Elementary School,27%,65%,NA,8,7.3,7.6,7.7
29Q136,P.S. 136 Roy Wilkins,Elementary School,86%,89%,NA,7.7,7.3,7.6,7.9
29Q138,P.S./ M.S.138 Sunrise,Elementary/Middle School,58%,95%,96%,6.8,7,7,7.7
29Q147,Ps/Ms 147 Ronald Mcnair,Elementary/Middle School,56%,72%,98%,7.5,7,7.3,7.6
29Q156,P.S. 156 Laurelton,Elementary/Middle School,45%,46%,76%,6.4,6.4,6.6,7.2
29Q176,P.S. 176 Cambria Heights,Elementary School,65%,96%,NA,8.3,7.8,7.7,8.1
29Q181,P.S. 181 Brookfield,Elementary School,53%,81%,NA,8.4,7.7,8.2,8.2
29Q192,I.S. 192 The Linden,Middle School,97%,70%,75%,8.7,8.4,8.8,9
29Q195,P.S. 195 William Haberle,Elementary School,98%,98%,NA,7.8,8.2,8.1,8.1
29Q208,P.S. / I.S. 208,Elementary/Middle School,68%,92%,95%,7.6,7.5,7.8,8.2
29Q231,I.S. 231 Magnetech 2000,Middle School,31%,89%,94%,6.1,6.3,6.8,7.2
29Q238,I.S 238 - Susan B. Anthony Academy,Middle School,12%,24%,80%,6.9,6.7,7.1,7.5
29Q248,Queens Preparatory Academy,High School,25%,96%,85%,6.9,6.8,6.8,7.2
29Q251,P.S. 251 Queens,Early Childhood School,85%,96%,NA,7.6,7.1,7.3,7.5
29Q259,Pathways College Preparatory School: A College Boa,Middle/High School,15%,89%,70%,6.5,5.9,6.4,6.7
29Q265,Excelsior Preparatory High School,High School,26%,92%,76%,7,6.9,7.1,7.5
29Q268,Ps/Is 268,Elementary/Middle School,57%,86%,96%,6.6,6.1,6.4,7
29Q270,The Gordon Parks School,Elementary/Middle School,28%,100%,98%,7.7,7.4,7.4,7.8
29Q272,George Washington Carver High School For The Scien,High School,20%,96%,92%,6.9,6.6,6.8,7.3
29Q283,Preparatory Academy For Writers: A College Board S,Middle/High School,15%,96%,86%,7.5,7.5,7.6,8
29Q295,P.S./I.S. 295,Elementary/Middle School,86%,94%,99%,7.5,6.5,6.7,7.3
29Q326,Cambria Heights Academy,High School,87%,100%,97%,8.5,7.9,8.1,8.5
29Q327,Eagle Academy For Young Men Iii,Middle School,55%,75%,96%,7.3,7.2,7.5,7.5
29Q355,Collaborative Arts Middle School,Middle School,56%,100%,93%,7.4,7.3,7.4,8
29Q356,Community Voices Middle School,Middle School,53%,100%,67%,6.6,6.5,6.8,7.4
29Q492,"Mathematics, Science Research And Technology Magne",High School,76%,100%,87%,7.1,6.5,6.9,7.1
29Q494,"Law, Government And Community Service High School",High School,26%,100%,68%,6.9,6.6,7,7.2
29Q496,"Business, Computer Applications & Entrepreneurship",High School,26%,100%,78%,7,6.9,6.9,7.4
29Q498,Humanities & Arts Magnet High School,High School,45%,100%,81%,6.9,6.7,6.9,7.4
30Q002,P.S. 002 Alfred Zimberg,Elementary School,93%,98%,NA,8.5,7.6,7.9,8
30Q010,I.S. 010 Horace Greeley,Middle School,88%,98%,96%,8,6.9,7.4,7.9
30Q011,P.S. 011 Kathryn Phelan,Elementary School,48%,95%,88%,8.2,7.6,8,8.3
30Q017,P.S. 017 Henry David Thoreau,Elementary School,74%,88%,NA,7.3,6.4,6.8,6.6
30Q069,P.S. 069 Jackson Heights,Elementary School,74%,99%,NA,8.3,7.6,7.8,8
30Q070,P.S. 070 Queens,Elementary School,68%,54%,NA,7.8,6.6,6.8,7.3
30Q076,P.S. 076 William Hallet,Elementary School,25%,83%,NA,7.8,7.2,7.4,7.5
30Q078,P.S. 078,Elementary School,52%,90%,NA,9.6,9.2,9.1,9.2
30Q084,P.S. 084 Steinway,Elementary/Middle School,71%,91%,99%,7.6,7.1,7.1,7.5
30Q085,P.S. 085 Judge Charles Vallone,Elementary School,60%,63%,NA,8.6,7.6,8,8.1
30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary School,96%,79%,NA,8.8,7.9,8.1,8.4
30Q111,P.S. 111 Jacob Blackwell,Elementary/Middle School,79%,100%,100%,7.5,7.3,7.5,8
30Q112,P.S. 112 Dutch Kills,Elementary School,70%,72%,NA,7.9,7,7.4,7.6
30Q122,P.S. 122 Mamie Fay,Elementary/Middle School,93%,73%,100%,8,7.2,7.6,8.1
30Q126,Albert Shanker School For Visual And Performing Ar,Middle School,29%,70%,92%,7.2,7.2,7.4,7.8
30Q127,P.S. 127 Aerospace Science Magne,Elementary/Middle School,68%,82%,97%,6.5,5.7,6.2,6.6
30Q141,I.S. 141 The Steinway,Middle School,93%,94%,97%,8.3,7.5,8,8.4
30Q145,I.S. 145 Joseph Pulitzer,Middle School,80%,98%,99%,7.9,7.4,7.8,8.2
30Q148,P.S. 148 Queens,Elementary School,83%,94%,NA,8.4,7.4,7.6,7.7
30Q149,P.S. 149 Christa Mcauliffe,Elementary School,77%,100%,NA,8.5,8.2,8.2,8.5
30Q150,P.S. 150 Queens,Elementary School,81%,52%,100%,8.2,6.6,7.3,7.6
30Q151,P.S. 151 Mary D. Carter,Elementary School,52%,80%,NA,7.2,6.1,6.5,6.6
30Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,Elementary School,53%,53%,100%,8.6,7.3,7.8,8
30Q166,P.S. 166 Henry Gradstein,Elementary School,33%,52%,NA,8.2,7.8,7.7,7.9
30Q171,P.S. 171 Peter G. Van Alst,Elementary School,43%,80%,NA,8.2,7.5,7.8,8.1
30Q204,I.S. 204 Oliver W. Holmes,Middle School,47%,67%,97%,6.6,6.5,6.7,7.2
30Q212,P.S. 212,Elementary School,86%,64%,NA,8.5,7.4,7.8,8
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Early Childhood School,82%,100%,NA,8.4,7.6,7.7,7.8
30Q227,I.S. 227 Louis Armstrong,Middle School,69%,74%,99%,7.8,7.2,7.6,8
30Q228,P.S. 228 Early Childhood Magnet School Of The Arts,Early Childhood School,77%,53%,NA,9.4,8.7,8.8,8.8
30Q230,I.S. 230,Middle School,65%,88%,98%,7.5,6.5,7,7.5
30Q234,P.S. 234,Elementary School,100%,80%,NA,8.3,7.5,7.7,7.7
30Q235,Academy For New Americans,Middle School,99%,100%,95%,9.4,8.6,9,9.2
30Q280,P.S. 280,Early Childhood School,86%,100%,NA,8.8,8.3,8.6,8.7
30Q286,"Young Women's Leadership School, Astoria",Middle/High School,87%,97%,99%,8.3,7.3,8,8.1
